,name,hand,country,birthday,rank,winner,sets,total_pts,service_pts,return_pts,aces,bp_saved,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
2030,Sargis Sargsian,R,ARM,1973-06-03,38.0,False,2.0,165.0,89.0,76.0,7.0,4.0,48.0,28.0,123.0,3.0,0.7884615384615384,2nd Round,2004-01-22,4.24,39.0,43.2,Australian Open,2004,216.0
2031,Todd Reid,R,AUS,1984-06-03,148.0,True,3.0,167.0,100.0,67.0,7.0,12.0,52.0,15.0,130.0,4.0,0.7386363636363636,2nd Round,2004-01-22,4.24,39.0,43.2,Australian Open,2004,216.0
2032,Sargis Sargsian,R,ARM,1973-06-03,69.0,False,0.0,74.0,49.0,25.0,1.0,6.0,13.0,12.0,48.0,2.0,0.5454545454545454,1st Round,2002-01-14,4.36,42.3,40.7,Australian Open,2002,122.0
2033,Fernando Gonzalez,R,CHI,1980-07-29,140.0,True,3.0,99.0,60.0,39.0,4.0,4.0,14.0,25.0,53.0,4.0,0.6235294117647059,1st Round,2002-01-14,4.36,42.3,40.7,Australian Open,2002,122.0
2034,Sargis Sargsian,R,ARM,1973-06-03,95.0,False,1.0,113.0,67.0,46.0,2.0,4.0,28.0,18.0,72.0,2.0,0.6101694915254238,2nd Round,2001-01-15,3.71,38.8,38.0,Australian Open,2001,152.0
2035,Rainer Schuettler,R,GER,1976-04-25,58.0,True,3.0,122.0,71.0,51.0,5.0,4.0,26.0,25.0,70.0,2.0,0.5982905982905983,2nd Round,2001-01-15,3.71,38.8,38.0,Australian Open,2001,152.0
2036,Sargis Sargsian,R,ARM,1973-06-03,51.0,False,0.0,95.0,68.0,27.0,4.0,6.0,13.0,14.0,65.0,4.0,0.6018518518518519,1st Round,2000-01-17,4.56,41.9,48.7,Australian Open,2000,146.0
2037,Alex Corretja,R,ESP,1974-04-11,30.0,True,3.0,114.0,74.0,40.0,4.0,2.0,19.0,21.0,57.0,6.0,0.5643564356435643,1st Round,2000-01-17,4.56,41.9,48.7,Australian Open,2000,146.0
2038,Sargis Sargsian,R,ARM,1973-06-03,93.0,False,0.0,54.0,31.0,23.0,4.0,5.0,11.0,12.0,42.0,4.0,0.56,1st Round,2005-05-24,3.7,34.7,28.3,French Open,2005,85.0
2039,Albert Montanes,R,ESP,1980-11-26,103.0,True,3.0,93.0,49.0,44.0,2.0,2.0,19.0,25.0,42.0,0.0,0.5833333333333334,1st Round,2005-05-24,3.7,34.7,28.3,French Open,2005,85.0
2040,Sargis Sargsian,R,ARM,1973-06-03,45.0,False,1.0,148.0,72.0,76.0,0.0,4.0,29.0,47.0,79.0,4.0,0.6171875,1st Round,2004-05-24,5.24,43.1,55.0,French Open,2004,220.0
2041,Mario Ancic,R,CRO,1984-03-30,73.0,True,3.0,158.0,102.0,56.0,20.0,15.0,28.0,28.0,101.0,7.0,0.5674157303370787,1st Round,2004-05-24,5.24,43.1,55.0,French Open,2004,220.0
2042,Sargis Sargsian,R,ARM,1973-06-03,67.0,False,1.0,109.0,69.0,40.0,2.0,11.0,24.0,16.0,79.0,4.0,0.6752136752136753,2nd Round,2003-05-29,3.82,37.5,36.3,French Open,2003,145.0
2043,Victor Hanescu,R,ROU,1981-07-21,122.0,True,3.0,123.0,75.0,48.0,3.0,5.0,26.0,22.0,78.0,2.0,0.6782608695652174,2nd Round,2003-05-29,3.82,37.5,36.3,French Open,2003,145.0
2044,Sargis Sargsian,R,ARM,1973-06-03,70.0,False,0.0,60.0,38.0,22.0,0.0,3.0,9.0,13.0,49.0,2.0,0.5975609756097561,1st Round,2002-05-27,4.38,44.4,38.0,French Open,2002,114.0
2045,Guillermo Coria,R,ARG,1982-01-13,147.0,True,3.0,94.0,50.0,44.0,2.0,1.0,25.0,19.0,39.0,1.0,0.5416666666666666,1st Round,2002-05-27,4.38,44.4,38.0,French Open,2002,114.0
2046,Sargis Sargsian,R,ARM,1973-06-03,115.0,False,2.0,153.0,106.0,47.0,2.0,5.0,27.0,20.0,104.0,5.0,0.6153846153846154,2nd Round,2001-05-28,3.72,37.4,39.4,French Open,2001,197.0
2047,Roger Federer,R,SUI,1981-08-08,18.0,True,3.0,163.0,100.0,63.0,9.0,7.0,37.0,26.0,97.0,2.0,0.6598639455782312,2nd Round,2001-05-28,3.72,37.4,39.4,French Open,2001,197.0
2048,Sargis Sargsian,R,ARM,1973-06-03,60.0,False,0.0,66.0,42.0,24.0,4.0,10.0,12.0,12.0,51.0,5.0,0.5862068965517241,3rd Round,2000-05-29,4.0,37.7,33.3,French Open,2000,100.0
2049,Magnus Norman,R,SWE,1976-05-30,3.0,True,3.0,93.0,48.0,45.0,8.0,3.0,22.0,23.0,47.0,2.0,0.6527777777777778,3rd Round,2000-05-29,4.0,37.7,33.3,French Open,2000,100.0
2050,Sargis Sargsian,R,ARM,1973-06-03,52.0,False,1.0,143.0,93.0,50.0,5.0,12.0,28.0,22.0,114.0,6.0,0.6745562130177515,2nd Round,2003-08-29,4.27,34.8,43.8,US Open,2003,175.0
2051,James Blake,R,USA,1979-12-28,35.0,True,3.0,159.0,83.0,76.0,6.0,10.0,46.0,30.0,92.0,6.0,0.6917293233082706,2nd Round,2003-08-29,4.27,34.8,43.8,US Open,2003,175.0
2052,Sargis Sargsian,R,ARM,1973-06-03,92.0,False,1.0,109.0,70.0,39.0,7.0,6.0,26.0,13.0,52.0,4.0,0.4601769911504424,3rd Round,2002-08-26,4.27,40.7,39.5,US Open,2002,158.0
2053,Sjeng Schalken,R,NED,1976-09-08,25.0,True,3.0,124.0,81.0,43.0,2.0,4.0,14.0,29.0,90.0,2.0,0.75,3rd Round,2002-08-26,4.27,40.7,39.5,US Open,2002,158.0
2054,Sargis Sargsian,R,ARM,1973-06-03,92.0,False,0.0,104.0,67.0,37.0,9.0,4.0,15.0,22.0,66.0,4.0,0.6534653465346535,1st Round,2005-06-20,4.9,41.6,50.7,Wimbledon,2005,152.0
2055,Nicolas Massu,R,CHI,1979-10-10,29.0,True,3.0,115.0,81.0,34.0,12.0,6.0,21.0,13.0,66.0,8.0,0.559322033898305,1st Round,2005-06-20,4.9,41.6,50.7,Wimbledon,2005,152.0
2056,Sargis Sargsian,R,ARM,1973-06-03,48.0,False,2.0,195.0,134.0,61.0,13.0,5.0,25.0,36.0,123.0,7.0,0.6119402985074627,2nd Round,2004-06-24,3.54,36.4,48.2,Wimbledon,2004,241.0
2057,Dmitry Tursunov,R,RUS,1982-12-12,70.0,True,3.0,202.0,135.0,67.0,15.0,9.0,31.0,36.0,114.0,8.0,0.5816326530612245,2nd Round,2004-06-24,3.54,36.4,48.2,Wimbledon,2004,241.0
2058,Sargis Sargsian,R,ARM,1973-06-03,62.0,False,1.0,108.0,66.0,42.0,9.0,4.0,20.0,22.0,58.0,4.0,0.5979381443298969,3rd Round,2003-06-28,3.61,37.9,34.3,Wimbledon,2003,137.0
2059,Juan Carlos Ferrero,R,ESP,1980-02-12,3.0,True,3.0,109.0,78.0,31.0,10.0,5.0,10.0,21.0,75.0,10.0,0.625,3rd Round,2003-06-28,3.61,37.9,34.3,Wimbledon,2003,137.0
2060,Sargis Sargsian,R,ARM,1973-06-03,73.0,False,0.0,43.0,31.0,12.0,5.0,7.0,6.0,6.0,40.0,0.0,0.5882352941176471,2nd Round,2002-06-24,3.5,37.0,25.7,Wimbledon,2002,77.0
2061,Rainer Schuettler,R,GER,1976-04-25,24.0,True,3.0,82.0,45.0,37.0,4.0,2.0,19.0,18.0,34.0,1.0,0.5964912280701754,2nd Round,2002-06-24,3.5,37.0,25.7,Wimbledon,2002,77.0
2062,Alex Calatrava,R,ESP,1973-06-14,98.0,True,3.0,148.0,99.0,49.0,17.0,6.0,33.0,16.0,97.0,1.0,0.6339869281045751,1st Round,2002-01-14,3.89,37.0,35.0,Australian Open,2002,175.0
2063,Olivier Rochus,R,BEL,1981-01-18,111.0,False,2.0,136.0,82.0,54.0,2.0,4.0,25.0,29.0,90.0,1.0,0.6870229007633588,1st Round,2002-01-14,3.89,37.0,35.0,Australian Open,2002,175.0
2064,Alex Calatrava,R,ESP,1973-06-14,50.0,True,3.0,114.0,74.0,40.0,17.0,6.0,15.0,25.0,67.0,1.0,0.5982142857142857,1st Round,2001-01-15,3.58,36.5,32.3,Australian Open,2001,129.0
2065,Andrei Stoliarov,R,RUS,1977-01-09,97.0,False,1.0,98.0,60.0,38.0,7.0,5.0,16.0,22.0,46.0,6.0,0.46,1st Round,2001-01-15,3.58,36.5,32.3,Australian Open,2001,129.0
2066,Alex Calatrava,R,ESP,1973-06-14,50.0,True,3.0,119.0,73.0,46.0,4.0,9.0,14.0,32.0,64.0,1.0,0.5423728813559322,2nd Round,2001-01-15,4.0,37.7,36.0,Australian Open,2001,144.0
2067,Guillermo Coria,R,ARG,1982-01-13,79.0,False,1.0,110.0,65.0,45.0,11.0,13.0,17.0,28.0,57.0,5.0,0.5135135135135135,2nd Round,2001-01-15,4.0,37.7,36.0,Australian Open,2001,144.0
2068,Alex Calatrava,R,ESP,1973-06-14,133.0,True,3.0,92.0,55.0,37.0,8.0,6.0,16.0,21.0,63.0,0.0,0.7875,1st Round,2002-05-27,3.88,37.5,32.3,French Open,2002,97.0
2069,Nicolas Kiefer,R,GER,1977-07-05,65.0,False,0.0,63.0,38.0,25.0,11.0,5.0,19.0,6.0,44.0,8.0,0.5866666666666667,1st Round,2002-05-27,3.88,37.5,32.3,French Open,2002,97.0
2070,Alex Calatrava,R,ESP,1973-06-14,106.0,True,3.0,138.0,84.0,54.0,17.0,3.0,21.0,33.0,75.0,4.0,0.6097560975609756,1st Round,2004-08-30,3.71,38.7,33.4,US Open,2004,167.0
2071,Alex Bogdanovic,L,GBR,1984-05-22,206.0,False,2.0,121.0,82.0,39.0,13.0,9.0,17.0,22.0,83.0,7.0,0.6102941176470589,1st Round,2004-08-30,3.71,38.7,33.4,US Open,2004,167.0
2072,Alex Calatrava,R,ESP,1973-06-14,125.0,True,3.0,99.0,71.0,28.0,6.0,0.0,9.0,19.0,56.0,2.0,0.6153846153846154,1st Round,2005-06-21,3.41,35.5,36.3,Wimbledon,2005,109.0
2073,Tuomas Ketola,R,FIN,1975-02-21,225.0,False,0.0,85.0,65.0,20.0,21.0,2.0,9.0,11.0,57.0,5.0,0.6129032258064516,1st Round,2005-06-21,3.41,35.5,36.3,Wimbledon,2005,109.0
2074,Alex Calatrava,R,ESP,1973-06-14,78.0,False,2.0,154.0,95.0,59.0,6.0,5.0,25.0,34.0,82.0,5.0,0.5815602836879432,1st Round,2005-01-18,4.67,43.6,44.8,Australian Open,2005,224.0
2075,Santiago Ventura,R,ESP,1980-01-05,97.0,True,3.0,154.0,108.0,46.0,8.0,10.0,20.0,26.0,90.0,7.0,0.5389221556886228,1st Round,2005-01-18,4.67,43.6,44.8,Australian Open,2005,224.0
2076,Alex Calatrava,R,ESP,1973-06-14,98.0,False,2.0,164.0,87.0,77.0,4.0,11.0,47.0,30.0,95.0,2.0,0.6129032258064516,2nd Round,2002-01-14,4.79,42.5,46.0,Australian Open,2002,230.0
2077,Nicolas Escude,R,FRA,1976-04-03,31.0,True,3.0,161.0,93.0,68.0,14.0,12.0,36.0,32.0,106.0,8.0,0.6235294117647059,2nd Round,2002-01-14,4.79,42.5,46.0,Australian Open,2002,230.0
2078,Alex Calatrava,R,ESP,1973-06-14,50.0,False,1.0,114.0,78.0,36.0,13.0,4.0,23.0,13.0,69.0,1.0,0.5897435897435898,3rd Round,2001-01-15,3.69,38.4,38.8,Australian Open,2001,155.0
2079,Magnus Norman,R,SWE,1976-05-30,4.0,True,3.0,128.0,89.0,39.0,15.0,5.0,20.0,19.0,98.0,0.0,0.784,3rd Round,2001-01-15,3.69,38.4,38.8,Australian Open,2001,155.0
2080,Alex Calatrava,R,ESP,1973-06-14,85.0,False,2.0,189.0,115.0,74.0,13.0,16.0,34.0,40.0,124.0,5.0,0.6326530612244898,1st Round,2005-05-24,5.29,44.6,55.0,French Open,2005,275.0
2081,Hyung Taik Lee,R,KOR,1976-01-03,58.0,True,3.0,181.0,100.0,81.0,3.0,8.0,41.0,40.0,92.0,5.0,0.5287356321839081,1st Round,2005-05-24,5.29,44.6,55.0,French Open,2005,275.0
2082,Alex Calatrava,R,ESP,1973-06-14,206.0,False,0.0,96.0,67.0,29.0,4.0,14.0,11.0,18.0,70.0,5.0,0.5511811023622047,1st Round,2003-05-26,4.57,37.5,45.7,French Open,2003,137.0
2083,Xavier Malisse,R,BEL,1980-07-19,29.0,True,3.0,123.0,63.0,60.0,17.0,4.0,34.0,26.0,56.0,2.0,0.6086956521739131,1st Round,2003-05-26,4.57,37.5,45.7,French Open,2003,137.0
2084,Alex Calatrava,R,ESP,1973-06-14,133.0,False,1.0,66.0,46.0,20.0,3.0,5.0,9.0,11.0,56.0,0.0,0.6086956521739131,2nd Round,2002-05-27,3.93,41.2,29.5,French Open,2002,118.0
2085,Guillermo Canas,R,ARG,1977-11-25,17.0,True,3.0,106.0,60.0,46.0,12.0,1.0,26.0,20.0,46.0,6.0,0.575,2nd Round,2002-05-27,3.93,41.2,29.5,French Open,2002,118.0
2086,Alex Calatrava,R,ESP,1973-06-14,47.0,False,2.0,152.0,97.0,55.0,8.0,9.0,22.0,33.0,87.0,5.0,0.5272727272727272,2nd Round,2001-05-28,4.35,39.9,41.8,French Open,2001,209.0
2087,Marat Safin,R,RUS,1980-01-27,2.0,True,3.0,162.0,94.0,68.0,12.0,13.0,26.0,42.0,84.0,7.0,0.5637583892617449,2nd Round,2001-05-28,4.35,39.9,41.8,French Open,2001,209.0
2088,Alex Calatrava,R,ESP,1973-06-14,106.0,False,0.0,71.0,46.0,25.0,5.0,0.0,16.0,9.0,60.0,2.0,0.6818181818181818,2nd Round,2004-02-09,3.29,32.7,30.7,US Open,2004,92.0
2089,Jiri Novak,R,CZE,1975-03-22,26.0,True,3.0,98.0,56.0,42.0,8.0,3.0,26.0,16.0,57.0,2.0,0.7037037037037037,2nd Round,2004-02-09,3.29,32.7,30.7,US Open,2004,92.0
2090,Alex Calatrava,R,ESP,1973-06-14,70.0,False,1.0,87.0,43.0,44.0,6.0,3.0,18.0,26.0,42.0,7.0,0.4468085106382978,1st Round,2001-08-27,3.58,35.0,29.5,US Open,2001,118.0
2091,Dominik Hrbaty,R,SVK,1978-01-04,22.0,True,3.0,115.0,64.0,51.0,7.0,4.0,18.0,33.0,63.0,8.0,0.5833333333333334,1st Round,2001-08-27,3.58,35.0,29.5,US Open,2001,118.0
2092,Alex Calatrava,R,ESP,1973-06-14,125.0,False,0.0,65.0,47.0,18.0,5.0,8.0,4.0,14.0,50.0,1.0,0.6493506493506493,2nd Round,2005-06-23,3.3,35.1,29.7,Wimbledon,2005,89.0
2093,Jurgen Melzer,L,AUT,1981-05-22,38.0,True,3.0,87.0,57.0,30.0,9.0,1.0,15.0,15.0,38.0,5.0,0.5066666666666667,2nd Round,2005-06-23,3.3,35.1,29.7,Wimbledon,2005,89.0
2094,Alex Calatrava,R,ESP,1973-06-14,47.0,False,1.0,91.0,66.0,25.0,9.0,9.0,11.0,14.0,69.0,3.0,0.6160714285714286,1st Round,2001-06-25,3.5,36.1,29.8,Wimbledon,2001,119.0
2095,Nicolas Kiefer,R,GER,1977-07-05,29.0,True,3.0,107.0,61.0,46.0,15.0,5.0,21.0,25.0,49.0,6.0,0.5697674418604651,1st Round,2001-06-25,3.5,36.1,29.8,Wimbledon,2001,119.0
2096,Leander Paes,R,IND,1973-06-17,137.0,True,3.0,121.0,78.0,43.0,6.0,5.0,12.0,31.0,61.0,4.0,0.5596330275229358,1st Round,2000-01-17,3.95,40.5,38.5,Australian Open,2000,154.0
2097,Dejan Petrovic,R,SRB,1978-04-03,201.0,False,1.0,107.0,76.0,31.0,9.0,3.0,16.0,15.0,60.0,5.0,0.5042016806722689,1st Round,2000-01-17,3.95,40.5,38.5,Australian Open,2000,154.0
2098,Leander Paes,R,IND,1973-06-17,284.0,True,3.0,127.0,74.0,53.0,13.0,4.0,25.0,28.0,73.0,11.0,0.6347826086956522,1st Round,2001-06-25,3.91,34.7,33.3,Wimbledon,2001,133.0
2099,Daniel Elsner,R,GER,1979-01-04,150.0,False,1.0,103.0,62.0,41.0,4.0,4.0,18.0,23.0,69.0,6.0,0.6,1st Round,2001-06-25,3.91,34.7,33.3,Wimbledon,2001,133.0
2100,Leander Paes,R,IND,1973-06-17,137.0,False,0.0,86.0,61.0,25.0,10.0,4.0,14.0,11.0,59.0,4.0,0.6145833333333334,2nd Round,2000-01-17,3.42,33.3,35.3,Australian Open,2000,106.0
2101,Andreas Vinciguerra,L,SWE,1981-02-19,99.0,True,3.0,105.0,70.0,35.0,10.0,3.0,17.0,18.0,63.0,3.0,0.6631578947368421,2nd Round,2000-01-17,3.42,33.3,35.3,Australian Open,2000,106.0
2102,Leander Paes,R,IND,1973-06-17,284.0,False,0.0,64.0,54.0,10.0,9.0,9.0,4.0,6.0,51.0,7.0,0.5483870967741935,2nd Round,2001-06-25,3.7,37.7,33.3,Wimbledon,2001,100.0
2103,Nicolas Escude,R,FRA,1976-04-03,38.0,True,3.0,95.0,56.0,39.0,7.0,0.0,14.0,25.0,45.0,1.0,0.6818181818181818,2nd Round,2001-06-25,3.7,37.7,33.3,Wimbledon,2001,100.0
2104,Alberto Berasategui,R,ESP,1973-06-28,59.0,False,0.0,65.0,28.0,37.0,0.0,6.0,19.0,18.0,54.0,7.0,0.7012987012987013,1st Round,2000-01-17,3.73,30.0,27.3,Australian Open,2000,82.0
2105,Fernando Vicente,R,ESP,1977-03-08,55.0,True,3.0,99.0,50.0,49.0,1.0,5.0,29.0,20.0,56.0,3.0,0.6436781609195402,1st Round,2000-01-17,3.73,30.0,27.3,Australian Open,2000,82.0
2106,Alberto Berasategui,R,ESP,1973-06-28,83.0,False,2.0,142.0,80.0,62.0,1.0,12.0,28.0,34.0,120.0,8.0,0.6857142857142857,1st Round,2000-05-29,4.16,33.3,37.4,French Open,2000,187.0
2107,Jiri Vanek,R,CZE,1978-04-24,88.0,True,3.0,195.0,100.0,95.0,9.0,7.0,55.0,40.0,94.0,5.0,0.5802469135802469,1st Round,2000-05-29,4.16,33.3,37.4,French Open,2000,187.0
2108,Alberto Berasategui,R,ESP,1973-06-28,113.0,False,0.0,60.0,42.0,18.0,2.0,5.0,10.0,8.0,54.0,10.0,0.5806451612903226,1st Round,2000-06-26,3.17,28.5,25.3,Wimbledon,2000,76.0
2109,Andrei Pavel,R,ROU,1974-01-27,34.0,True,3.0,100.0,49.0,51.0,7.0,3.0,26.0,25.0,50.0,2.0,0.746268656716418,1st Round,2000-06-26,3.17,28.5,25.3,Wimbledon,2000,76.0
2110,Marcelo Charpentier,L,ARG,1973-07-11,230.0,False,0.0,97.0,64.0,33.0,1.0,15.0,9.0,24.0,88.0,4.0,0.7096774193548387,2nd Round,2000-05-29,4.21,32.5,39.3,French Open,2000,118.0
2111,Gustavo Kuerten,R,BRA,1976-09-10,5.0,True,3.0,121.0,61.0,60.0,10.0,2.0,41.0,19.0,49.0,1.0,0.5212765957446809,2nd Round,2000-05-29,4.21,32.5,39.3,French Open,2000,118.0
2112,Andrea Gaudenzi,R,ITA,1973-07-30,69.0,True,3.0,110.0,58.0,52.0,1.0,2.0,22.0,30.0,60.0,2.0,0.6593406593406593,2nd Round,2002-05-27,4.54,39.5,42.3,French Open,2002,127.0
2113,Jack Brasington,R,USA,1976-09-09,148.0,False,0.0,83.0,50.0,33.0,2.0,7.0,19.0,14.0,54.0,9.0,0.5294117647058824,2nd Round,2002-05-27,4.54,39.5,42.3,French Open,2002,127.0
2114,Andrea Gaudenzi,R,ITA,1973-07-30,74.0,True,3.0,127.0,75.0,52.0,1.0,10.0,21.0,31.0,78.0,3.0,0.6554621848739496,1st Round,2000-05-29,4.72,43.2,42.5,French Open,2000,170.0
2115,John Van Lottum,R,NED,1976-04-10,114.0,False,1.0,109.0,65.0,44.0,4.0,12.0,25.0,19.0,67.0,2.0,0.5726495726495726,1st Round,2000-05-29,4.72,43.2,42.5,French Open,2000,170.0
2116,Andrea Gaudenzi,R,ITA,1973-07-30,57.0,True,3.0,118.0,82.0,36.0,8.0,6.0,11.0,25.0,65.0,9.0,0.5701754385964912,1st Round,2001-08-27,4.26,38.7,48.3,US Open,2001,145.0
2117,Alexandre Simoni,R,BRA,1979-07-02,100.0,False,0.0,107.0,75.0,32.0,19.0,7.0,10.0,22.0,63.0,5.0,0.5675675675675675,1st Round,2001-08-27,4.26,38.7,48.3,US Open,2001,145.0
2118,Andrea Gaudenzi,R,ITA,1973-07-30,121.0,False,2.0,126.0,77.0,49.0,1.0,12.0,26.0,23.0,83.0,7.0,0.6058394160583942,1st Round,2003-01-13,4.4,41.7,37.0,Australian Open,2003,185.0
2119,Jean Rene Lisnard,R,MON,1979-09-25,89.0,True,3.0,140.0,80.0,60.0,3.0,6.0,30.0,30.0,78.0,5.0,0.6046511627906976,1st Round,2003-01-13,4.4,41.7,37.0,Australian Open,2003,185.0
2120,Andrea Gaudenzi,R,ITA,1973-07-30,52.0,False,2.0,135.0,77.0,58.0,8.0,12.0,26.0,32.0,73.0,6.0,0.5104895104895105,2nd Round,2002-01-14,3.98,38.8,36.6,Australian Open,2002,183.0
2121,Jiri Novak,R,CZE,1975-03-22,24.0,True,3.0,148.0,82.0,66.0,15.0,7.0,25.0,41.0,82.0,5.0,0.5857142857142857,2nd Round,2002-01-14,3.98,38.8,36.6,Australian Open,2002,183.0
2122,Andrea Gaudenzi,R,ITA,1973-07-30,102.0,False,2.0,172.0,96.0,76.0,9.0,9.0,26.0,50.0,85.0,10.0,0.5214723926380368,1st Round,2001-01-15,4.25,38.0,43.4,Australian Open,2001,217.0
2123,Michal Tabara,R,CZE,1979-08-11,69.0,True,3.0,171.0,104.0,67.0,7.0,17.0,30.0,37.0,84.0,11.0,0.4666666666666667,1st Round,2001-01-15,4.25,38.0,43.4,Australian Open,2001,217.0
2124,Andrea Gaudenzi,R,ITA,1973-07-30,88.0,False,2.0,168.0,114.0,54.0,11.0,8.0,27.0,27.0,104.0,9.0,0.5909090909090909,1st Round,2000-01-17,3.76,37.2,43.6,Australian Open,2000,218.0
2125,Raemon Sluiter,R,NED,1978-04-13,166.0,True,3.0,184.0,122.0,62.0,21.0,4.0,24.0,38.0,109.0,9.0,0.6193181818181818,1st Round,2000-01-17,3.76,37.2,43.6,Australian Open,2000,218.0
2126,Andrea Gaudenzi,R,ITA,1973-07-30,69.0,False,0.0,92.0,64.0,28.0,0.0,5.0,15.0,13.0,53.0,5.0,0.4818181818181818,3rd Round,2002-05-27,5.42,47.5,56.0,French Open,2002,168.0
2127,Albert Costa,R,ESP,1975-06-25,22.0,True,3.0,120.0,74.0,46.0,3.0,3.0,19.0,27.0,63.0,2.0,0.6176470588235294,3rd Round,2002-05-27,5.42,47.5,56.0,French Open,2002,168.0
2128,Andrea Gaudenzi,R,ITA,1973-07-30,74.0,False,2.0,184.0,109.0,75.0,2.0,16.0,25.0,50.0,110.0,7.0,0.5759162303664922,2nd Round,2000-05-29,5.04,41.4,50.4,French Open,2000,252.0
2129,Tommy Haas,R,GER,1978-04-03,21.0,True,3.0,181.0,99.0,82.0,9.0,16.0,46.0,36.0,86.0,14.0,0.4942528735632184,2nd Round,2000-05-29,5.04,41.4,50.4,French Open,2000,252.0
2130,Andrea Gaudenzi,R,ITA,1973-07-30,57.0,False,1.0,103.0,67.0,36.0,2.0,7.0,16.0,20.0,60.0,14.0,0.4918032786885246,2nd Round,2001-08-27,4.22,39.7,38.0,US Open,2001,152.0
2131,Thomas Johansson,R,SWE,1975-03-24,14.0,True,3.0,127.0,72.0,55.0,19.0,5.0,20.0,35.0,65.0,3.0,0.6018518518518519,2nd Round,2001-08-27,4.22,39.7,38.0,US Open,2001,152.0
2132,Andrea Gaudenzi,R,ITA,1973-07-30,103.0,False,1.0,128.0,86.0,42.0,16.0,13.0,19.0,23.0,65.0,11.0,0.4545454545454545,1st Round,2000-08-28,4.47,39.7,42.5,US Open,2000,170.0
2133,Nicolas Kiefer,R,GER,1977-07-05,14.0,True,3.0,129.0,72.0,57.0,11.0,10.0,19.0,38.0,66.0,7.0,0.5789473684210527,1st Round,2000-08-28,4.47,39.7,42.5,US Open,2000,170.0
2134,Andrea Gaudenzi,R,ITA,1973-07-30,70.0,False,1.0,129.0,94.0,35.0,9.0,1.0,14.0,21.0,88.0,9.0,0.6470588235294118,1st Round,2002-06-24,3.91,37.1,42.0,Wimbledon,2002,168.0
2135,Alexander Waske,R,GER,1975-03-31,158.0,True,3.0,143.0,101.0,42.0,24.0,0.0,22.0,20.0,74.0,6.0,0.5441176470588235,1st Round,2002-06-24,3.91,37.1,42.0,Wimbledon,2002,168.0
2136,Greg Rusedski,L,GBR,1973-09-06,25.0,True,3.0,111.0,76.0,35.0,7.0,4.0,15.0,20.0,66.0,3.0,0.6111111111111112,1st Round,2002-01-14,3.64,34.8,40.0,Australian Open,2002,120.0
2137,Scott Draper,L,AUS,1974-06-05,218.0,False,0.0,96.0,64.0,32.0,3.0,4.0,13.0,19.0,51.0,3.0,0.5151515151515151,1st Round,2002-01-14,3.64,34.8,40.0,Australian Open,2002,120.0
2138,Greg Rusedski,L,GBR,1973-09-06,25.0,True,3.0,105.0,72.0,33.0,8.0,3.0,11.0,22.0,67.0,5.0,0.6442307692307693,2nd Round,2002-01-14,4.29,40.1,44.3,Australian Open,2002,133.0
2139,Mark Philippoussis,R,AUS,1976-11-07,78.0,False,0.0,94.0,62.0,32.0,5.0,3.0,11.0,21.0,47.0,4.0,0.4947368421052631,2nd Round,2002-01-14,4.29,40.1,44.3,Australian Open,2002,133.0
2140,Greg Rusedski,L,GBR,1973-09-06,65.0,True,3.0,151.0,99.0,52.0,12.0,6.0,23.0,29.0,100.0,5.0,0.6993006993006993,2nd Round,2001-01-15,3.09,33.5,32.8,Australian Open,2001,164.0
2141,Gustavo Kuerten,R,BRA,1976-09-10,1.0,False,2.0,143.0,99.0,44.0,5.0,7.0,21.0,23.0,86.0,4.0,0.5695364238410596,2nd Round,2001-01-15,3.09,33.5,32.8,Australian Open,2001,164.0
2142,Greg Rusedski,L,GBR,1973-09-06,65.0,True,3.0,86.0,44.0,42.0,12.0,0.0,19.0,23.0,37.0,1.0,0.7115384615384616,3rd Round,2001-01-15,3.86,39.2,28.3,Australian Open,2001,85.0
2143,Lars Burgsmuller,R,GER,1975-12-06,185.0,False,0.0,44.0,36.0,8.0,0.0,7.0,4.0,4.0,48.0,5.0,0.6153846153846154,3rd Round,2001-01-15,3.86,39.2,28.3,Australian Open,2001,85.0
2144,Greg Rusedski,L,GBR,1973-09-06,49.0,True,3.0,107.0,56.0,51.0,15.0,3.0,28.0,23.0,47.0,4.0,0.573170731707317,1st Round,2001-05-28,3.86,35.2,37.3,French Open,2001,112.0
2145,Albert Portas,R,ESP,1973-11-15,23.0,False,0.0,84.0,58.0,26.0,0.0,17.0,10.0,16.0,64.0,3.0,0.5871559633027523,1st Round,2001-05-28,3.86,35.2,37.3,French Open,2001,112.0
2146,Greg Rusedski,L,GBR,1973-09-06,35.0,True,3.0,122.0,81.0,41.0,19.0,6.0,24.0,17.0,62.0,6.0,0.5535714285714286,1st Round,2002-08-26,3.47,36.5,33.0,US Open,2002,132.0
2147,Alex Kim,R,USA,1978-12-20,110.0,False,1.0,95.0,64.0,31.0,0.0,7.0,12.0,19.0,70.0,2.0,0.6666666666666666,1st Round,2002-08-26,3.47,36.5,33.0,US Open,2002,132.0
